year,office,county,party,candidate,electionType,votes
2012,president,glynn,democratic,barack obama (i),general,11950
2012,president,columbia,libertarian,gary johnson,general,699
2012,president,columbia,republican,mitt romney,general,41765
2012,president,columbia,democratic,barack obama (i),general,16451
2012,president,telfair,libertarian,gary johnson,general,51
2012,president,telfair,republican,mitt romney,general,2480
2012,president,telfair,democratic,barack obama (i),general,1805
2012,president,muscogee,libertarian,gary johnson,general,484
2012,president,muscogee,republican,mitt romney,general,27510
2012,president,muscogee,democratic,barack obama (i),general,42573
2012,president,catoosa,libertarian,gary johnson,general,434
2012,president,catoosa,republican,mitt romney,general,17858
2012,president,catoosa,democratic,barack obama (i),general,5365
2012,president,walker,libertarian,gary johnson,general,365
2012,president,walker,republican,mitt romney,general,16247
2012,president,walker,democratic,barack obama (i),general,5274
2012,president,harris,libertarian,gary johnson,general,145
2012,president,harris,republican,mitt romney,general,11197
2012,president,harris,democratic,barack obama (i),general,4145
2012,president,ben hill,libertarian,gary johnson,general,44
2012,president,ben hill,republican,mitt romney,general,3396
2012,president,ben hill,democratic,barack obama (i),general,2512
2012,president,jones,libertarian,gary johnson,general,87
2012,president,jones,republican,mitt romney,general,7744
2012,president,jones,democratic,barack obama (i),general,4274
2012,president,early,libertarian,gary johnson,general,31
2012,president,early,republican,mitt romney,general,2557
2012,president,early,democratic,barack obama (i),general,2765
2012,president,laurens,libertarian,gary johnson,general,136
2012,president,laurens,republican,mitt romney,general,11950
2012,president,laurens,democratic,barack obama (i),general,7513
2012,president,wilcox,libertarian,gary johnson,general,15
2012,president,wilcox,republican,mitt romney,general,2053
2012,president,wilcox,democratic,barack obama (i),general,1060
2012,president,johnson,libertarian,gary johnson,general,27
2012,president,johnson,republican,mitt romney,general,2440
2012,president,johnson,democratic,barack obama (i),general,1305
2012,president,candler,libertarian,gary johnson,general,27
2012,president,candler,republican,mitt romney,general,2344
2012,president,candler,democratic,barack obama (i),general,1157
2012,president,baker,libertarian,gary johnson,general,10
2012,president,baker,republican,mitt romney,general,785
2012,president,baker,democratic,barack obama (i),general,794
2012,president,irwin,libertarian,gary johnson,general,30
2012,president,irwin,republican,mitt romney,general,2538
2012,president,irwin,democratic,barack obama (i),general,1141
2012,president,emanuel,libertarian,gary johnson,general,55
2012,president,emanuel,republican,mitt romney,general,5100
2012,president,emanuel,democratic,barack obama (i),general,2927
2012,president,elbert,libertarian,gary johnson,general,103
2012,president,elbert,republican,mitt romney,general,4859
2012,president,elbert,democratic,barack obama (i),general,3181
2012,president,floyd,libertarian,gary johnson,general,456
2012,president,floyd,republican,mitt romney,general,22733
2012,president,floyd,democratic,barack obama (i),general,9640
2012,president,banks,libertarian,gary johnson,general,59
2012,president,banks,republican,mitt romney,general,5354
2012,president,banks,democratic,barack obama (i),general,780
2012,president,stewart,libertarian,gary johnson,general,8
2012,president,stewart,republican,mitt romney,general,745
2012,president,stewart,democratic,barack obama (i),general,1323
2012,president,paulding,libertarian,gary johnson,general,704
2012,president,paulding,republican,mitt romney,general,40846
2012,president,paulding,democratic,barack obama (i),general,15825
2014,senate,,libertarian,amanda c. swafford,general,48862
2014,senate,,republican,derrick e. grayson,primary,6045
2014,senate,,republican,j. h. jack kingston,primary,156157
2014,senate,,republican,paul collins broun,primary,58297
2014,senate,,republican,arthur a. art gardner,primary,5711
2014,senate,,republican,j. p. phil gingrey,primary,60735
2014,senate,,republican,david a. perdue,primary,185466
2014,senate,,republican,david a. perdue,general,1358088
2014,senate,,republican,karen c. handel,primary,132944
2014,senate,,democratic,branko rad radulovacki,primary,11101
2014,senate,,democratic,o. steen miles,primary,39418
2014,senate,,democratic,m. michelle nunn,primary,246369
2014,senate,,democratic,m. michelle nunn,general,1160811
2014,senate,,democratic,todd anthony robinson,primary,31822
2014,senate,houston,libertarian,amanda c. swafford,general,613
2014,senate,houston,republican,derrick e. grayson,primary,56
2014,senate,houston,republican,j. h. jack kingston,primary,2052
2014,senate,houston,republican,paul collins broun,primary,475
2014,senate,houston,republican,arthur a. art gardner,primary,26
2014,senate,houston,republican,j. p. phil gingrey,primary,312
2014,senate,houston,republican,david a. perdue,primary,4262
2014,senate,houston,republican,david a. perdue,general,22875
2014,senate,houston,republican,karen c. handel,primary,983
2014,senate,houston,democratic,branko rad radulovacki,primary,88
2014,senate,houston,democratic,o. steen miles,primary,125
2014,senate,houston,democratic,m. michelle nunn,primary,3025
2014,senate,houston,democratic,m. michelle nunn,general,14340
2014,senate,houston,democratic,todd anthony robinson,primary,203
2014,senate,madison,libertarian,amanda c. swafford,general,220
2014,senate,madison,republican,derrick e. grayson,primary,18
2014,senate,madison,republican,j. h. jack kingston,primary,303
2014,senate,madison,republican,paul collins broun,primary,886
2014,senate,madison,republican,arthur a. art gardner,primary,11
2014,senate,madison,republican,j. p. phil gingrey,primary,159
2014,senate,madison,republican,david a. perdue,primary,624
2014,senate,madison,republican,david a. perdue,general,5554
2014,senate,madison,republican,karen c. handel,primary,345
2014,senate,madison,democratic,branko rad radulovacki,primary,17
2014,senate,madison,democratic,o. steen miles,primary,18
2014,senate,madison,democratic,m. michelle nunn,primary,340
2014,senate,madison,democratic,m. michelle nunn,general,1810
2014,senate,madison,democratic,todd anthony robinson,primary,20
2014,senate,whitfield,libertarian,amanda c. swafford,general,493
2014,senate,whitfield,republican,derrick e. grayson,primary,118
2014,senate,whitfield,republican,j. h. jack kingston,primary,1300
2014,senate,whitfield,republican,paul collins broun,primary,337
2014,senate,whitfield,republican,arthur a. art gardner,primary,61
2014,senate,whitfield,republican,j. p. phil gingrey,primary,583
2014,senate,whitfield,republican,david a. perdue,primary,1726
2014,senate,whitfield,republican,david a. perdue,general,11556
2014,senate,whitfield,republican,karen c. handel,primary,1909
2014,senate,whitfield,democratic,branko rad radulovacki,primary,71
2014,senate,whitfield,democratic,o. steen miles,primary,66
2014,senate,whitfield,democratic,m. michelle nunn,primary,670
2014,senate,whitfield,democratic,m. michelle nunn,general,3817
2014,senate,whitfield,democratic,todd anthony robinson,primary,168
2014,senate,stephens,libertarian,amanda c. swafford,general,139
2014,senate,stephens,republican,derrick e. grayson,primary,36
2014,senate,stephens,republican,j. h. jack kingston,primary,354
2014,senate,stephens,republican,paul collins broun,primary,1137
2014,senate,stephens,republican,arthur a. art gardner,primary,14
2014,senate,stephens,republican,j. p. phil gingrey,primary,111
2014,senate,stephens,republican,david a. perdue,primary,475
2014,senate,stephens,republican,david a. perdue,general,3915
2014,senate,stephens,republican,karen c. handel,primary,229
2014,senate,stephens,democratic,branko rad radulovacki,primary,10
2014,senate,stephens,democratic,o. steen miles,primary,21
2014,senate,stephens,democratic,m. michelle nunn,primary,175
2014,senate,stephens,democratic,m. michelle nunn,general,1140
2014,senate,stephens,democratic,todd anthony robinson,primary,27
2014,senate,newton,libertarian,amanda c. swafford,general,508
2014,senate,newton,republican,derrick e. grayson,primary,62
2014,senate,newton,republican,j. h. jack kingston,primary,801
2014,senate,newton,republican,paul collins broun,primary,632
2014,senate,newton,republican,arthur a. art gardner,primary,39
2014,senate,newton,republican,j. p. phil gingrey,primary,452
2014,senate,newton,republican,david a. perdue,primary,2106
2014,senate,newton,republican,david a. perdue,general,13650
2014,senate,newton,republican,karen c. handel,primary,1592
2014,senate,newton,democratic,branko rad radulovacki,primary,126
2014,senate,newton,democratic,o. steen miles,primary,623
2014,senate,newton,democratic,m. michelle nunn,primary,2868
2014,senate,newton,democratic,m. michelle nunn,general,14230
2014,senate,newton,democratic,todd anthony robinson,primary,388
2014,senate,thomas,libertarian,amanda c. swafford,general,129
2014,senate,thomas,republican,derrick e. grayson,primary,39
2014,senate,thomas,republican,j. h. jack kingston,primary,903
2014,senate,thomas,republican,paul collins broun,primary,248
2014,senate,thomas,republican,arthur a. art gardner,primary,29
2014,senate,thomas,republican,j. p. phil gingrey,primary,52
2014,senate,thomas,republican,david a. perdue,primary,734
2014,senate,thomas,republican,david a. perdue,general,6725
2014,senate,thomas,republican,karen c. handel,primary,660
2014,senate,thomas,democratic,branko rad radulovacki,primary,40
2014,senate,thomas,democratic,o. steen miles,primary,79
2014,senate,thomas,democratic,m. michelle nunn,primary,628
2014,senate,thomas,democratic,m. michelle nunn,general,4151
2014,senate,thomas,democratic,todd anthony robinson,primary,342
2014,senate,murray,libertarian,amanda c. swafford,general,199
2014,senate,murray,republican,derrick e. grayson,primary,57
2014,senate,murray,republican,j. h. jack kingston,primary,421
2014,senate,murray,republican,paul collins broun,primary,138
2014,senate,murray,republican,arthur a. art gardner,primary,34
2014,senate,murray,republican,j. p. phil gingrey,primary,172
2014,senate,murray,republican,david a. perdue,primary,724
2014,senate,murray,republican,david a. perdue,general,4621
2014,senate,murray,republican,karen c. handel,primary,727
2014,senate,murray,democratic,branko rad radulovacki,primary,25
2014,senate,murray,democratic,o. steen miles,primary,49
2014,senate,murray,democratic,m. michelle nunn,primary,372
2014,senate,murray,democratic,m. michelle nunn,general,1231
2014,senate,murray,democratic,todd anthony robinson,primary,147
2014,senate,talbot,libertarian,amanda c. swafford,general,49
2014,senate,talbot,republican,derrick e. grayson,primary,0
2014,senate,talbot,republican,j. h. jack kingston,primary,34
2014,senate,talbot,republican,paul collins broun,primary,10
2014,senate,talbot,republican,arthur a. art gardner,primary,0
2014,senate,talbot,republican,j. p. phil gingrey,primary,48
2014,senate,talbot,republican,david a. perdue,primary,81
2014,senate,talbot,republican,david a. perdue,general,804
2014,senate,talbot,republican,karen c. handel,primary,21
2014,senate,talbot,democratic,branko rad radulovacki,primary,19
2014,senate,talbot,democratic,o. steen miles,primary,22
2014,senate,talbot,democratic,m. michelle nunn,primary,217
2014,senate,talbot,democratic,m. michelle nunn,general,1312
2014,senate,talbot,democratic,todd anthony robinson,primary,47
2014,senate,marion,libertarian,amanda c. swafford,general,33
2014,senate,marion,republican,derrick e. grayson,primary,14
2014,senate,marion,republican,j. h. jack kingston,primary,87
2014,senate,marion,republican,paul collins broun,primary,97
2014,senate,marion,republican,arthur a. art gardner,primary,18
2014,senate,marion,republican,j. p. phil gingrey,primary,70
2014,senate,marion,republican,david a. perdue,primary,360
2014,senate,marion,republican,david a. perdue,general,1145
2014,senate,marion,republican,karen c. handel,primary,69
2014,senate,marion,democratic,branko rad radulovacki,primary,11
2014,senate,marion,democratic,o. steen miles,primary,97
2014,senate,marion,democratic,m. michelle nunn,primary,293
2014,senate,marion,democratic,m. michelle nunn,general,995
2014,senate,marion,democratic,todd anthony robinson,primary,169
2014,senate,liberty,libertarian,amanda c. swafford,general,141
2014,senate,liberty,republican,derrick e. grayson,primary,3
2014,senate,liberty,republican,j. h. jack kingston,primary,1132
2014,senate,liberty,republican,paul collins broun,primary,57
2014,senate,liberty,republican,arthur a. art gardner,primary,3
2014,senate,liberty,republican,j. p. phil gingrey,primary,17
2014,senate,liberty,republican,david a. perdue,primary,110
2014,senate,liberty,republican,david a. perdue,general,3259
2014,senate,liberty,republican,karen c. handel,primary,90
2014,senate,liberty,democratic,branko rad radulovacki,primary,89
2014,senate,liberty,democratic,o. steen miles,primary,312
2014,senate,liberty,democratic,m. michelle nunn,primary,1595
2014,senate,liberty,democratic,m. michelle nunn,general,5621
2014,senate,liberty,democratic,todd anthony robinson,primary,293
2014,senate,schley,libertarian,amanda c. swafford,general,25
2014,senate,schley,republican,derrick e. grayson,primary,3
2014,senate,schley,republican,j. h. jack kingston,primary,51
2014,senate,schley,republican,paul collins broun,primary,60
2014,senate,schley,republican,arthur a. art gardner,primary,5
2014,senate,schley,republican,j. p. phil gingrey,primary,4
2014,senate,schley,republican,david a. perdue,primary,93
2014,senate,schley,republican,david a. perdue,general,930
2014,senate,schley,republican,karen c. handel,primary,21
2014,senate,schley,democratic,branko rad radulovacki,primary,5
2014,senate,schley,democratic,o. steen miles,primary,5
2014,senate,schley,democratic,m. michelle nunn,primary,46
2014,senate,schley,democratic,m. michelle nunn,general,320
2014,senate,schley,democratic,todd anthony robinson,primary,6
2014,senate,baldwin,libertarian,amanda c. swafford,general,183
2014,senate,baldwin,republican,derrick e. grayson,primary,30
2014,senate,baldwin,republican,j. h. jack kingston,primary,554
2014,senate,baldwin,republican,paul collins broun,primary,567
2014,senate,baldwin,republican,arthur a. art gardner,primary,27
2014,senate,baldwin,republican,j. p. phil gingrey,primary,155
2014,senate,baldwin,republican,david a. perdue,primary,796
2014,senate,baldwin,republican,david a. perdue,general,4998
2014,senate,baldwin,republican,karen c. handel,primary,226
2014,senate,baldwin,democratic,branko rad radulovacki,primary,77
2014,senate,baldwin,democratic,o. steen miles,primary,104
2014,senate,baldwin,democratic,m. michelle nunn,primary,1406
2014,senate,baldwin,democratic,m. michelle nunn,general,5453
2014,senate,baldwin,democratic,todd anthony robinson,primary,200
2014,senate,warren,libertarian,amanda c. swafford,general,23
2014,senate,warren,republican,derrick e. grayson,primary,0
2014,senate,warren,republican,j. h. jack kingston,primary,59
2014,senate,warren,republican,paul collins broun,primary,155
2014,senate,warren,republican,arthur a. art gardner,primary,3
2014,senate,warren,republican,j. p. phil gingrey,primary,12
2014,senate,warren,republican,david a. perdue,primary,80
2014,senate,warren,republican,david a. perdue,general,655
2014,senate,warren,republican,karen c. handel,primary,36
2014,senate,warren,democratic,branko rad radulovacki,primary,21
2014,senate,warren,democratic,o. steen miles,primary,26
2014,senate,warren,democratic,m. michelle nunn,primary,206
2014,senate,warren,democratic,m. michelle nunn,general,824
2014,senate,warren,democratic,todd anthony robinson,primary,47
2014,senate,sumter,libertarian,amanda c. swafford,general,87
2014,senate,sumter,republican,derrick e. grayson,primary,13
2014,senate,sumter,republican,j. h. jack kingston,primary,809
2014,senate,sumter,republican,paul collins broun,primary,484
2014,senate,sumter,republican,arthur a. art gardner,primary,19
2014,senate,sumter,republican,j. p. phil gingrey,primary,48
2014,senate,sumter,republican,david a. perdue,primary,588
2014,senate,sumter,republican,david a. perdue,general,3674
2014,senate,sumter,republican,karen c. handel,primary,120
2014,senate,sumter,democratic,branko rad radulovacki,primary,65
2014,senate,sumter,democratic,o. steen miles,primary,165
2014,senate,sumter,democratic,m. michelle nunn,primary,1333
2014,senate,sumter,democratic,m. michelle nunn,general,4253
2014,senate,sumter,democratic,todd anthony robinson,primary,306
2014,senate,colquitt,libertarian,amanda c. swafford,general,161
2014,senate,colquitt,republican,derrick e. grayson,primary,30
2014,senate,colquitt,republican,j. h. jack kingston,primary,2149
2014,senate,colquitt,republican,paul collins broun,primary,122
2014,senate,colquitt,republican,arthur a. art gardner,primary,40
2014,senate,colquitt,republican,j. p. phil gingrey,primary,54
2014,senate,colquitt,republican,david a. perdue,primary,827
2014,senate,colquitt,republican,david a. perdue,general,5800
2014,senate,colquitt,republican,karen c. handel,primary,248
2014,senate,colquitt,democratic,branko rad radulovacki,primary,25
2014,senate,colquitt,democratic,o. steen miles,primary,25
2014,senate,colquitt,democratic,m. michelle nunn,primary,559
2014,senate,colquitt,democratic,m. michelle nunn,general,2082
2014,senate,colquitt,democratic,todd anthony robinson,primary,84
2014,senate,wayne,libertarian,amanda c. swafford,general,155
2014,senate,wayne,republican,derrick e. grayson,primary,43
2014,senate,wayne,republican,j. h. jack kingston,primary,2866
2014,senate,wayne,republican,paul collins broun,primary,93
2014,senate,wayne,republican,arthur a. art gardner,primary,18
2014,senate,wayne,republican,j. p. phil gingrey,primary,62
2014,senate,wayne,republican,david a. perdue,primary,385
2014,senate,wayne,republican,david a. perdue,general,4375
2014,senate,wayne,republican,karen c. handel,primary,185
2014,senate,wayne,democratic,branko rad radulovacki,primary,26
2014,senate,wayne,democratic,o. steen miles,primary,114
2014,senate,wayne,democratic,m. michelle nunn,primary,559
2014,senate,wayne,democratic,m. michelle nunn,general,1676
2014,senate,wayne,democratic,todd anthony robinson,primary,123
2014,senate,pickens,libertarian,amanda c. swafford,general,217
2014,senate,pickens,republican,derrick e. grayson,primary,52
2014,senate,pickens,republican,j. h. jack kingston,primary,538
2014,senate,pickens,republican,paul collins broun,primary,204
2014,senate,pickens,republican,arthur a. art gardner,primary,37
2014,senate,pickens,republican,j. p. phil gingrey,primary,563
2014,senate,pickens,republican,david a. perdue,primary,1392
2014,senate,pickens,republican,david a. perdue,general,7087
2014,senate,pickens,republican,karen c. handel,primary,1025
2014,senate,pickens,democratic,branko rad radulovacki,primary,28
2014,senate,pickens,democratic,o. steen miles,primary,11
2014,senate,pickens,democratic,m. michelle nunn,primary,249
2014,senate,pickens,democratic,m. michelle nunn,general,1586
2014,senate,pickens,democratic,todd anthony robinson,primary,11
2014,senate,taliaferro,libertarian,amanda c. swafford,general,13
2014,senate,taliaferro,republican,derrick e. grayson,primary,1
2014,senate,taliaferro,republican,j. h. jack kingston,primary,10
2014,senate,taliaferro,republican,paul collins broun,primary,28
2014,senate,taliaferro,republican,arthur a. art gardner,primary,2
2014,senate,taliaferro,republican,j. p. phil gingrey,primary,5
2014,senate,taliaferro,republican,david a. perdue,primary,16
2014,senate,taliaferro,republican,david a. perdue,general,213
2014,senate,taliaferro,republican,karen c. handel,primary,5
2014,senate,taliaferro,democratic,branko rad radulovacki,primary,14
2014,senate,taliaferro,democratic,o. steen miles,primary,18
2014,senate,taliaferro,democratic,m. michelle nunn,primary,100
2014,senate,taliaferro,democratic,m. michelle nunn,general,348
2014,senate,taliaferro,democratic,todd anthony robinson,primary,15
2014,senate,worth,libertarian,amanda c. swafford,general,115
2014,senate,worth,republican,derrick e. grayson,primary,16
2014,senate,worth,republican,j. h. jack kingston,primary,912
2014,senate,worth,republican,paul collins broun,primary,73
2014,senate,worth,republican,arthur a. art gardner,primary,12
2014,senate,worth,republican,j. p. phil gingrey,primary,43
2014,senate,worth,republican,david a. perdue,primary,607
2014,senate,worth,republican,david a. perdue,general,3725
2014,senate,worth,republican,karen c. handel,primary,92
2014,senate,worth,democratic,branko rad radulovacki,primary,18
2014,senate,worth,democratic,o. steen miles,primary,27
2014,senate,worth,democratic,m. michelle nunn,primary,293
2014,senate,worth,democratic,m. michelle nunn,general,1378
2014,senate,worth,democratic,todd anthony robinson,primary,35
2014,senate,putnam,libertarian,amanda c. swafford,general,102
2014,senate,putnam,republican,derrick e. grayson,primary,11
2014,senate,putnam,republican,j. h. jack kingston,primary,261
2014,senate,putnam,republican,paul collins broun,primary,516
2014,senate,putnam,republican,arthur a. art gardner,primary,14
2014,senate,putnam,republican,j. p. phil gingrey,primary,137
2014,senate,putnam,republican,david a. perdue,primary,787
2014,senate,putnam,republican,david a. perdue,general,4343
2014,senate,putnam,republican,karen c. handel,primary,246
2014,senate,putnam,democratic,branko rad radulovacki,primary,24
2014,senate,putnam,democratic,o. steen miles,primary,28
2014,senate,putnam,democratic,m. michelle nunn,primary,324
2014,senate,putnam,democratic,m. michelle nunn,general,1868
2014,senate,putnam,democratic,todd anthony robinson,primary,17
2014,senate,dodge,libertarian,amanda c. swafford,general,140
2014,senate,dodge,republican,derrick e. grayson,primary,19
2014,senate,dodge,republican,j. h. jack kingston,primary,611
2014,senate,dodge,republican,paul collins broun,primary,96
2014,senate,dodge,republican,arthur a. art gardner,primary,16
2014,senate,dodge,republican,j. p. phil gingrey,primary,62
2014,senate,dodge,republican,david a. perdue,primary,676
2014,senate,dodge,republican,david a. perdue,general,3400
2014,senate,dodge,republican,karen c. handel,primary,151
2014,senate,dodge,democratic,branko rad radulovacki,primary,8
2014,senate,dodge,democratic,o. steen miles,primary,27
2014,senate,dodge,democratic,m. michelle nunn,primary,296
2014,senate,dodge,democratic,m. michelle nunn,general,1657
2014,senate,dodge,democratic,todd anthony robinson,primary,48
2014,senate,coffee,libertarian,amanda c. swafford,general,193
2014,senate,coffee,republican,derrick e. grayson,primary,30
2014,senate,coffee,republican,j. h. jack kingston,primary,1732
2014,senate,coffee,republican,paul collins broun,primary,138
2014,senate,coffee,republican,arthur a. art gardner,primary,30
2014,senate,coffee,republican,j. p. phil gingrey,primary,45
2014,senate,coffee,republican,david a. perdue,primary,502
2014,senate,coffee,republican,david a. perdue,general,5417
2014,senate,coffee,republican,karen c. handel,primary,130
2014,senate,coffee,democratic,branko rad radulovacki,primary,49
2014,senate,coffee,democratic,o. steen miles,primary,304
2014,senate,coffee,democratic,m. michelle nunn,primary,828
2014,senate,coffee,democratic,m. michelle nunn,general,2658
2014,senate,coffee,democratic,todd anthony robinson,primary,208
2014,senate,rabun,libertarian,amanda c. swafford,general,141
2014,senate,rabun,republican,derrick e. grayson,primary,16
2014,senate,rabun,republican,j. h. jack kingston,primary,296
2014,senate,rabun,republican,paul collins broun,primary,595
2014,senate,rabun,republican,arthur a. art gardner,primary,18
2014,senate,rabun,republican,j. p. phil gingrey,primary,154
2014,senate,rabun,republican,david a. perdue,primary,833
2014,senate,rabun,republican,david a. perdue,general,3940
2014,senate,rabun,republican,karen c. handel,primary,271
2014,senate,rabun,democratic,branko rad radulovacki,primary,6
2014,senate,rabun,democratic,o. steen miles,primary,5
2014,senate,rabun,democratic,m. michelle nunn,primary,343
2014,senate,rabun,democratic,m. michelle nunn,general,1381
2014,senate,rabun,democratic,todd anthony robinson,primary,16
2014,senate,washington,libertarian,amanda c. swafford,general,83
2014,senate,washington,republican,derrick e. grayson,primary,5
2014,senate,washington,republican,j. h. jack kingston,primary,313
2014,senate,washington,republican,paul collins broun,primary,207
2014,senate,washington,republican,arthur a. art gardner,primary,1
2014,senate,washington,republican,j. p. phil gingrey,primary,37
2014,senate,washington,republican,david a. perdue,primary,223
2014,senate,washington,republican,david a. perdue,general,2843
2014,senate,washington,republican,karen c. handel,primary,67
2014,senate,washington,democratic,branko rad radulovacki,primary,64
2014,senate,washington,democratic,o. steen miles,primary,63
2014,senate,washington,democratic,m. michelle nunn,primary,755
2014,senate,washington,democratic,m. michelle nunn,general,3183
2014,senate,washington,democratic,todd anthony robinson,primary,115
2014,senate,lumpkin,libertarian,amanda c. swafford,general,233
2014,senate,lumpkin,republican,derrick e. grayson,primary,31
2014,senate,lumpkin,republican,j. h. jack kingston,primary,468
2014,senate,lumpkin,republican,paul collins broun,primary,262
2014,senate,lumpkin,republican,arthur a. art gardner,primary,38
2014,senate,lumpkin,republican,j. p. phil gingrey,primary,318
2014,senate,lumpkin,republican,david a. perdue,primary,1187
2014,senate,lumpkin,republican,david a. perdue,general,5824
2014,senate,lumpkin,republican,karen c. handel,primary,901
2014,senate,lumpkin,democratic,branko rad radulovacki,primary,11
2014,senate,lumpkin,democratic,o. steen miles,primary,21
2014,senate,lumpkin,democratic,m. michelle nunn,primary,353
2014,senate,lumpkin,democratic,m. michelle nunn,general,1642
2014,senate,lumpkin,democratic,todd anthony robinson,primary,33
2014,senate,bleckley,libertarian,amanda c. swafford,general,68
2014,senate,bleckley,republican,derrick e. grayson,primary,3
2014,senate,bleckley,republican,j. h. jack kingston,primary,165
2014,senate,bleckley,republican,paul collins broun,primary,58
2014,senate,bleckley,republican,arthur a. art gardner,primary,4
2014,senate,bleckley,republican,j. p. phil gingrey,primary,18
2014,senate,bleckley,republican,david a. perdue,primary,272
2014,senate,bleckley,republican,david a. perdue,general,2337
2014,senate,bleckley,republican,karen c. handel,primary,66
2014,senate,bleckley,democratic,branko rad radulovacki,primary,5
2014,senate,bleckley,democratic,o. steen miles,primary,3
2014,senate,bleckley,democratic,m. michelle nunn,primary,192
2014,senate,bleckley,democratic,m. michelle nunn,general,873
2014,senate,bleckley,democratic,todd anthony robinson,primary,8
2014,senate,gwinnett,libertarian,amanda c. swafford,general,4296
2014,senate,gwinnett,republican,derrick e. grayson,primary,426
2014,senate,gwinnett,republican,j. h. jack kingston,primary,5805
2014,senate,gwinnett,republican,paul collins broun,primary,3784
2014,senate,gwinnett,republican,arthur a. art gardner,primary,411
2014,senate,gwinnett,republican,j. p. phil gingrey,primary,3024
2014,senate,gwinnett,republican,david a. perdue,primary,12747
2014,senate,gwinnett,republican,david a. perdue,general,107895
2014,senate,gwinnett,republican,karen c. handel,primary,14648
2014,senate,gwinnett,democratic,branko rad radulovacki,primary,425
2014,senate,gwinnett,democratic,o. steen miles,primary,1427
2014,senate,gwinnett,democratic,m. michelle nunn,primary,9695
2014,senate,gwinnett,democratic,m. michelle nunn,general,87129
2014,senate,gwinnett,democratic,todd anthony robinson,primary,778
2014,senate,cook,libertarian,amanda c. swafford,general,77
2014,senate,cook,republican,derrick e. grayson,primary,4
2014,senate,cook,republican,j. h. jack kingston,primary,525
2014,senate,cook,republican,paul collins broun,primary,38
2014,senate,cook,republican,arthur a. art gardner,primary,2
2014,senate,cook,republican,j. p. phil gingrey,primary,10
2014,senate,cook,republican,david a. perdue,primary,121
2014,senate,cook,republican,david a. perdue,general,2320
2014,senate,cook,republican,karen c. handel,primary,55
2014,senate,cook,democratic,branko rad radulovacki,primary,16
2014,senate,cook,democratic,o. steen miles,primary,37
2014,senate,cook,democratic,m. michelle nunn,primary,236
2014,senate,cook,democratic,m. michelle nunn,general,1171
2014,senate,cook,democratic,todd anthony robinson,primary,50
2014,senate,chattahoochee,libertarian,amanda c. swafford,general,20
2014,senate,chattahoochee,republican,derrick e. grayson,primary,1
2014,senate,chattahoochee,republican,j. h. jack kingston,primary,22
2014,senate,chattahoochee,republican,paul collins broun,primary,18
2014,senate,chattahoochee,republican,arthur a. art gardner,primary,2
2014,senate,chattahoochee,republican,j. p. phil gingrey,primary,12
2014,senate,chattahoochee,republican,david a. perdue,primary,61
2014,senate,chattahoochee,republican,david a. perdue,general,336
2014,senate,chattahoochee,republican,karen c. handel,primary,28
2014,senate,chattahoochee,democratic,branko rad radulovacki,primary,3
2014,senate,chattahoochee,democratic,o. steen miles,primary,12
2014,senate,chattahoochee,democratic,m. michelle nunn,primary,87
2014,senate,chattahoochee,democratic,m. michelle nunn,general,351
2014,senate,chattahoochee,democratic,todd anthony robinson,primary,37
2014,senate,hall,libertarian,amanda c. swafford,general,1137
2014,senate,hall,republican,derrick e. grayson,primary,113
2014,senate,hall,republican,j. h. jack kingston,primary,2524
2014,senate,hall,republican,paul collins broun,primary,1650
2014,senate,hall,republican,arthur a. art gardner,primary,88
2014,senate,hall,republican,j. p. phil gingrey,primary,1360
2014,senate,hall,republican,david a. perdue,primary,5126
2014,senate,hall,republican,david a. perdue,general,33573
2014,senate,hall,republican,karen c. handel,primary,2736
2014,senate,hall,democratic,branko rad radulovacki,primary,48
2014,senate,hall,democratic,o. steen miles,primary,69
2014,senate,hall,democratic,m. michelle nunn,primary,1159
2014,senate,hall,democratic,m. michelle nunn,general,9204
2014,senate,hall,democratic,todd anthony robinson,primary,67
2014,senate,barrow,libertarian,amanda c. swafford,general,479
2014,senate,barrow,republican,derrick e. grayson,primary,52
2014,senate,barrow,republican,j. h. jack kingston,primary,574
2014,senate,barrow,republican,paul collins broun,primary,1000
2014,senate,barrow,republican,arthur a. art gardner,primary,31
2014,senate,barrow,republican,j. p. phil gingrey,primary,278
2014,senate,barrow,republican,david a. perdue,primary,1579
2014,senate,barrow,republican,david a. perdue,general,11988
2014,senate,barrow,republican,karen c. handel,primary,1041
2014,senate,barrow,democratic,branko rad radulovacki,primary,28
2014,senate,barrow,democratic,o. steen miles,primary,37
2014,senate,barrow,democratic,m. michelle nunn,primary,423
2014,senate,barrow,democratic,m. michelle nunn,general,3746
2014,senate,barrow,democratic,todd anthony robinson,primary,33
2014,senate,bryan,libertarian,amanda c. swafford,general,165
2014,senate,bryan,republican,derrick e. grayson,primary,13
2014,senate,bryan,republican,j. h. jack kingston,primary,1884
2014,senate,bryan,republican,paul collins broun,primary,73
2014,senate,bryan,republican,arthur a. art gardner,primary,17
2014,senate,bryan,republican,j. p. phil gingrey,primary,30
2014,senate,bryan,republican,david a. perdue,primary,252
2014,senate,bryan,republican,david a. perdue,general,5628
2014,senate,bryan,republican,karen c. handel,primary,160
2014,senate,bryan,democratic,branko rad radulovacki,primary,18
2014,senate,bryan,democratic,o. steen miles,primary,7
